Effective date ,consumer discretionary,consumer staples,materials,industrials,energy,financials,utilities
2014-07-31,533.5172727272728,461.174090909091,314.1268181818181,464.53454545454537,724.7340909090909,307.8195454545455,216.7618181818182
2014-08-31,534.0290476190477,456.7309523809525,313.56,456.7666666666667,704.0114285714286,306.0757142857143,211.86761904761906
2014-09-30,539.5090476190477,465.48523809523823,316.2409523809524,463.87476190476195,684.7319047619047,314.8938095238095,215.42523809523811
2014-10-31,520.6591304347828,468.21043478260873,298.24130434782614,450.4043478260869,624.1134782608696,308.2717391304348,221.1334782608696
2014-11-30,548.3273684210527,494.21578947368414,309.25578947368416,484.581052631579,629.977894736842,325.1684210526315,231.52421052631578
2014-12-31,562.639090909091,500.5845454545455,304.47681818181815,484.4804545454546,579.5895454545455,331.30909090909086,236.69909090909093
2015-01-31,558.1330000000002,504.2625,301.014,474.71950000000004,562.565,320.2835,245.23050000000003
2015-02-28,588.0800000000003,508.11631578947356,318.44736842105266,488.8163157894737,588.5042105263158,325.9631578947369,235.38263157894738
2015-03-31,600.074090909091,501.63681818181817,312.3168181818182,485.3559090909091,560.470909090909,327.41363636363644,223.72227272727275
2015-04-30,604.35,505.2871428571427,312.60619047619053,483.9219047619047,590.8914285714285,326.64142857142855,226.45714285714283
2015-05-31,605.7324999999998,503.5825,319.466,486.078,586.4870000000002,331.83449999999993,223.78200000000007
2015-06-30,609.7877272727272,494.67954545454563,313.3922727272727,478.3913636363637,562.3636363636364,334.5595454545454,215.65818181818184
2015-07-31,622.5509090909092,508.5404545454545,295.24136363636364,466.835,529.79,336.81136363636364,218.15136363636364
2015-08-31,610.8276190476189,503.1357142857144,279.1961904761905,455.7580952380952,485.9271428571427,329.46619047619043,223.9042857142857
2015-09-30,593.0509523809524,482.7328571428573,261.5142857142856,437.38190476190476,461.3071428571427,307.60571428571427,212.30809523809526
2015-10-31,620.8909090909091,508.35772727272723,275.19045454545454,459.9068181818182,496.16590909090905,316.7022727272727,224.20045454545453
2015-11-30,639.2980000000001,504.7299999999999,283.96350000000007,474.7205,502.3825,328.6955,217.59500000000003
2015-12-31,628.6845454545456,515.0677272727272,277.4490909090909,464.72954545454553,456.9672727272728,323.8454545454546,216.49863636363634
2016-01-31,583.9457894736843,505.7289473684211,246.5394736842105,432.4221052631579,416.4215789473684,294.0694736842105,221.53421052631577
2016-02-29,572.4745,517.143,254.70850000000002,440.9825000000001,422.46449999999993,281.091,234.85299999999998
2016-03-31,614.0568181818182,535.9431818181818,277.70000000000005,473.29136363636366,458.72,300.6604545454545,244.02590909090907
2016-04-30,628.1800000000001,541.6104761904762,289.4342857142857,485.185238095238,480.69904761904775,309.26761904761906,246.1433333333333
2016-05-31,625.0304761904763,541.7857142857143,291.4923809523809,481.5790476190476,492.01761904761906,313.2742857142857,247.02285714285716
2016-06-30,620.8436363636364,549.5768181818182,295.1422727272727,484.1486363636364,503.03181818181815,309.17545454545456,255.62318181818182
2016-07-31,641.6954999999999,566.577,300.6340000000001,502.4995,510.5294999999999,314.31449999999995,265.20799999999997
2016-08-31,645.1804347826086,559.8865217391304,305.4147826086956,506.9030434782609,507.664347826087,322.90434782608696,255.4178260869565
2016-09-30,630.7776190476192,547.36,298.9685714285714,499.8100000000001,505.8614285714286,323.1714285714286,251.83809523809526
2016-10-31,628.9428571428571,537.4442857142857,294.17238095238093,495.78523809523807,516.9604761904761,325.06904761904764,243.5380952380952
2016-11-30,636.0214285714285,525.6119047619047,302.10380952380956,519.8876190476191,519.1299999999999,354.4595238095238,239.15809523809526
2016-12-31,658.8519047619047,530.0219047619047,316.86333333333323,544.0466666666665,557.6647619047619,388.2242857142857,243.16619047619048
2017-01-31,668.2715000000002,535.7294999999999,322.3425,546.4835,548.2995000000001,388.5465000000001,246.61599999999999
2017-02-28,682.8663157894738,553.5036842105263,327.78315789473686,557.8873684210527,527.7857894736842,399.27736842105264,251.69368421052633
2017-03-31,691.971304347826,564.4995652173914,327.8526086956523,561.5265217391304,512.8178260869565,403.5626086956521,259.8973913043478
2017-04-30,701.1673684210526,565.6036842105262,328.9094736842105,561.5557894736843,509.15263157894736,389.40842105263164,262.25263157894733
2017-05-31,715.6386363636365,568.6095454545455,330.72181818181815,570.324090909091,494.1281818181818,391.02090909090913,263.60045454545457
2017-06-30,719.3781818181818,579.0536363636363,338.4459090909091,582.2690909090909,479.67045454545445,399.8449999999999,271.1386363636364
2017-07-31,719.3055,565.1720000000001,344.2325000000001,587.635,480.9525,413.841,265.14599999999996
2017-08-31,713.5469565217392,566.7082608695653,339.6886956521739,580.1739130434781,467.9517391304348,413.04173913043473,275.184347826087
2017-09-30,713.4555,563.5804999999998,351.044,592.222,488.39849999999996,414.34350000000006,274.5689999999999
2017-10-31,726.3131818181819,555.0272727272727,365.4559090909091,612.088181818182,503.36590909090904,438.11045454545456,275.1736363636364
2017-11-30,734.48,554.6046153846153,365.8807692307692,601.9038461538463,508.5184615384615,436.97615384615375,282.0292307692308
